,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.705357142857143,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.00010004043579101563,0.0003001213073730469
MedPFNClassifier,0.7866071428571428,0.03375188959184964,0.6492558007923034,0.0747770133350256,0.6303030303030303,0.07521014330903551,0.8194476409666283,0.03783029432404799,0.6347754992030717,0.05128871624114326,0.25720102787017823,0.025130895573501146
MedPFNClassifier,0.8223214285714286,0.02691930969943095,0.7284012498851209,0.07524210679293013,0.6515151515151516,0.06809759107346738,0.8572688914461066,0.03477614232201187,0.6834293622962531,0.04487196058331552,1.5913014888763428,0.05245751934121179
MedPFNClassifier,0.8223214285714284,0.037126112296949634,0.7380880526592428,0.10036911832717521,0.6484848484848484,0.05938156952201646,0.8595703874184887,0.03641468419425511,0.6843983149724412,0.04878364621449327,10.38225212097168,0.11575824083357421
RandomForestClassifier,0.8428571428571429,0.029396567202061304,0.8152791475834954,0.06074852997430256,0.603030303030303,0.07719841941125452,0.891215957038742,0.022852772089802378,0.6914321972857869,0.06701367305892494,0.33580043315887453,0.006446820967845782
CatBoostGrid,0.85,0.032389923477173344,0.8186217164478033,0.05428614704631775,0.6272727272727273,0.08576346483687823,0.8978519370924435,0.020565933863338607,0.7088419041364304,0.07345076613882795,113.27115564346313,6.953113174853525
XGBoostGrid,0.8544642857142858,0.03318018602868226,0.8413559180005956,0.048512262501041854,0.6212121212121213,0.10862695956930254,0.9006904487917147,0.028238275985272763,0.7104494680873664,0.08680614130798285,73.05959963798523,1.380128596094151
LogisticRegressionClassifier,0.8098214285714287,0.023639646955131644,0.7110774283188076,0.04639871901744334,0.5969696969696969,0.050797135194667296,0.8536632144227081,0.03745474042735617,0.6485963487325873,0.04703109944169914,0.008199834823608398,0.0006000123852957129
TabPFNClassifier,0.8258928571428571,0.02656156210829201,0.7515101010101011,0.059092321753054844,0.6151515151515151,0.07048305060371517,0.8904871499808209,0.018718087165269633,0.6741676977629493,0.05710272679950263,2.4105002880096436,0.06121130452708339
TabForestPFNClassifier,0.8482142857142856,0.03092947870658709,0.7741461836405892,0.05561840916080693,0.6848484848484849,0.07808544682863712,0.9059263521288837,0.024999063831843703,0.7252662667096493,0.0608245502497984,17.503302335739136,0.39035826020537107
