,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
MedPFNClassifier,0.8830357142857143,0.008423197439336264,0.6095518207282913,0.04181190936676048,0.51875,0.08860904299223642,0.884765625,0.023858700783605063,0.5551079028498384,0.05462068686309713,0.269101881980896,0.03402410470725874
MedPFNClassifier,0.8883928571428571,0.012144170097085216,0.7054473304473304,0.09952018704723671,0.4125,0.08926785535678562,0.9032552083333334,0.021634184134768822,0.5082531542531543,0.07289046495301765,1.5699007987976075,0.03747678425046117
MedPFNClassifier,0.8955357142857144,0.01831989690061,0.6884065934065935,0.09661715693961812,0.5,0.10077822185373188,0.9002604166666668,0.02641946014491892,0.5736427939876216,0.09146043647989564,10.13270137310028,0.10913941077128503
RandomForestClassifier,0.8973214285714286,0.016096211051178512,0.8247222222222221,0.16719568818647254,0.38125,0.05191639914323797,0.89951171875,0.026043721435863195,0.5152810522810523,0.060471049929731034,0.294700026512146,0.0038993637865472456
CatBoostGrid,0.9071428571428571,0.014507211436849929,0.8304545454545454,0.11567355748323144,0.45625,0.09291292967074066,0.9030598958333332,0.02920624001076493,0.5791412291412292,0.08339816976292097,86.98928682804107,3.053717106845124
XGBoostGrid,0.8732142857142857,0.018210783977117118,0.37142857142857144,0.3786219642819665,0.175,0.17633419974582357,0.9029947916666666,0.023500710478880225,0.23768115942028983,0.24015043769316266,53.051800394058226,1.4750772908720193
LogisticRegressionClassifier,0.8723214285714287,0.03042272328107288,0.5516806722689076,0.09477819379399495,0.61875,0.085923294280422,0.8411458333333334,0.03795634335194898,0.5824581724581724,0.0894622367173574,0.007899999618530273,0.0008306427883020469
TabPFNClassifier,0.9089285714285713,0.013716331692622498,0.8402777777777779,0.11201886139682896,0.46875,0.10551214385083833,0.9123046875,0.027052406846713027,0.5887142857142857,0.08403380434151989,2.4508006811141967,0.06776159136696797
TabForestPFNClassifier,0.9080357142857143,0.027678571428571414,0.7523251748251748,0.13751660893212178,0.5375,0.11924240017711821,0.9140625,0.02842152949365466,0.6227918756561693,0.11776208895791604,17.363501214981078,0.6169542060330452
