,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.9945068359375e-05,0.00029983520507812503
MedPFNClassifier,0.9491071428571429,0.012012164327744386,0.6166666666666667,0.2449489742783178,0.3714285714285714,0.17142857142857143,0.8910204081632653,0.053975894579089086,0.4576223776223777,0.19278065171657602,0.34150218963623047,0.01006280640050209
MedPFNClassifier,0.9589285714285714,0.01275255076525507,0.9,0.30000000000000004,0.3571428571428571,0.17202277969703283,0.9296598639455782,0.04502579204398117,0.5011111111111111,0.20333333333333334,1.9684009075164794,0.03754260420345098
MedPFNClassifier,0.9553571428571429,0.021502847462129108,0.75,0.31622776601683794,0.41428571428571426,0.2161820850060222,0.9281632653061225,0.04804782660577113,0.5240248640248639,0.2410262767527111,14.023701620101928,0.1778707399177227
RandomForestClassifier,0.9598214285714285,0.007198444418123699,1.0,0.0,0.3571428571428571,0.11517511068997928,0.882517006802721,0.07738677559011556,0.5155050505050506,0.12809937769664906,0.20810017585754395,0.010511624514948114
CatBoostGrid,0.9571428571428571,0.007783748113465506,1.0,0.0,0.3142857142857142,0.12453996981544782,0.9140136054421768,0.06706958625030518,0.4638888888888889,0.15186596592040716,56.84161896705628,6.154871322751486
XGBoostGrid,0.9473214285714286,0.014089048069695987,0.4333333333333333,0.4725815626252608,0.18571428571428572,0.20253495541082608,0.9159183673469388,0.06625109961568126,0.25999999999999995,0.2835489375751565,34.844599676132205,2.0213716193243783
LogisticRegressionClassifier,0.9357142857142856,0.02216013151069796,0.520952380952381,0.26567161289022134,0.3714285714285714,0.17142857142857143,0.8012244897959183,0.11514167632653664,0.4202686202686203,0.183700272806838,0.008299970626831054,0.000780810211924575
TabPFNClassifier,0.9607142857142856,0.01703462859673115,0.8333333333333333,0.3073181485764296,0.41428571428571426,0.2254247691151357,0.9284353741496598,0.0466894690527886,0.538888888888889,0.24786744765083268,3.118301272392273,0.062255548001698156
TabForestPFNClassifier,0.9482142857142856,0.009616365727025912,0.6083333333333334,0.24712232688376107,0.3428571428571428,0.1456862718169367,0.8993197278911562,0.06259686371487613,0.43393939393939396,0.17418207123407947,23.022401571273804,0.7106947109070596
