,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9107142857142858,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
MedPFNClassifier,0.9071428571428571,0.025629821597155926,0.44666666666666666,0.2765662468358872,0.34,0.2009975124224178,0.8687254901960785,0.06145964189367965,0.3779824561403509,0.21919522141414755,0.25460114479064944,0.010239494782961631
MedPFNClassifier,0.9348214285714287,0.010602091149141008,0.851190476190476,0.13076284985612055,0.36,0.17435595774162696,0.8791176470588237,0.054478496440287946,0.46875428493075544,0.17528717356877288,1.6092055082321166,0.026286000433756566
MedPFNClassifier,0.9267857142857142,0.01821078397711707,0.660357142857143,0.22767809679377854,0.4,0.17888543819998318,0.8713725490196079,0.05529933225307088,0.47795391570933365,0.1655655988918084,10.762748718261719,0.10758400479721764
RandomForestClassifier,0.9339285714285713,0.011434150423987252,0.86,0.14742229591663988,0.30999999999999994,0.10440306508910549,0.8871078431372549,0.043378364721962014,0.44842490842490845,0.12255008907711999,0.2496997594833374,0.0142481788298405
CatBoostGrid,0.93125,0.008973103233143662,0.9600000000000002,0.07999999999999999,0.25,0.12041594578792296,0.8757843137254901,0.05892809333878373,0.37732933732933727,0.1480123278445511,68.0219941854477,6.152246689741705
XGBoostGrid,0.9232142857142858,0.010714285714285728,0.49333333333333335,0.4165466493816882,0.2,0.1788854381999832,0.8869607843137255,0.040027864189492716,0.2733333333333333,0.23323807579381203,39.75917749404907,1.7375507287076701
LogisticRegressionClassifier,0.9178571428571429,0.019479843061849484,0.5423076923076924,0.09641843936904188,0.63,0.08999999999999997,0.8576470588235294,0.06423895701687503,0.5800707301851468,0.08392631811441843,0.007500076293945312,0.0005009181064853584
TabPFNClassifier,0.9285714285714286,0.01197893559374887,0.7266666666666668,0.18903262505010435,0.31999999999999995,0.11661903789690602,0.9002941176470587,0.0429699294908193,0.43377289377289374,0.14143737052262376,2.4729004859924317,0.04252165848894554
TabForestPFNClassifier,0.9267857142857142,0.019479843061849505,0.7358080808080808,0.21678994515044941,0.37,0.1345362404707371,0.8758823529411766,0.0577103827204505,0.4676158344579397,0.12221138417112855,17.73310296535492,0.6272003741091494
