,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.00020041465759277344,0.00040082944281859885
MedPFNClassifier,0.7419642857142857,0.025079592687835953,0.7795479209248326,0.06032940487588288,0.6892857142857143,0.08534145103820373,0.8346301020408162,0.03465722243936439,0.7255723193738224,0.03630308811519594,0.46115386486053467,0.0545276703592671
MedPFNClassifier,0.7508928571428571,0.028361393168336767,0.7364730862952897,0.03932486676218829,0.7875,0.041840623263785626,0.8528061224489797,0.021813741798880418,0.759749578136675,0.024910753395040102,2.2779654979705812,0.13930459902234024
MedPFNClassifier,0.7866071428571428,0.018919303661086684,0.782086930150832,0.015658462814643396,0.7946428571428571,0.03503824441133677,0.875860969387755,0.025805863997997672,0.7879976136555084,0.021904841199493794,17.72464301586151,1.2010015486425347
RandomForestClassifier,0.8482142857142858,0.041110230118647624,0.8748996847252206,0.02599330815989243,0.8142857142857143,0.09589801130069679,0.9123405612244897,0.03690081552283797,0.8399395252486535,0.05468893747251577,0.367768669128418,0.008852010864655755
CatBoostGrid,0.8580357142857142,0.04578015622605095,0.896068252403515,0.04766594645320552,0.8125,0.08610402465172279,0.9310267857142858,0.03742107881660443,0.8492751739602926,0.056517595219636965,151.97963984012603,11.203844394837523
XGBoostGrid,0.8517857142857143,0.04322756584610787,0.8829029187465723,0.04056842403796313,0.8142857142857143,0.09754643059819758,0.9276785714285716,0.03967041795342911,0.8432456732108939,0.05555611761919468,95.34780185222625,2.9197431064562585
LogisticRegressionClassifier,0.7946428571428572,0.02851557039762735,0.8563909348918491,0.04353960926980884,0.7107142857142856,0.04909902530309826,0.8682397959183673,0.03271745832245583,0.7753107979387404,0.033391655917094,0.01029965877532959,0.006246185353378666
TabPFNClassifier,0.8375,0.04442805465937402,0.8405288671383934,0.05454362541756853,0.8357142857142857,0.055212945834786815,0.9197704081632653,0.04264650771106615,0.8370866507249595,0.04602927124030111,2.574188208580017,0.22413523296204546
TabForestPFNClassifier,0.8258928571428571,0.052708829082662306,0.8422546570793227,0.057939403814452915,0.8053571428571427,0.09156031245210193,0.9274234693877551,0.03899135806160296,0.8203477927277891,0.06129037627011052,18.415301179885866,1.211357382366557
