,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9553571428571429,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
MedPFNClassifier,0.9508928571428571,0.008231736122582954,0.44666666666666666,0.32359096265364257,0.20000000000000004,0.1264911064067352,0.8388785046728973,0.09354687357746617,0.2538095238095238,0.13648984745412343,0.3378012657165527,0.009805930144420338
MedPFNClassifier,0.9616071428571429,0.010602091149141006,0.7133333333333333,0.3347304056168851,0.32,0.13266499161421602,0.8814953271028036,0.09499741412646633,0.418095238095238,0.1654623152798781,1.9859013080596923,0.05063825024777359
MedPFNClassifier,0.95625,0.014643945952550641,0.52,0.2883670500517623,0.36000000000000004,0.17435595774162693,0.8764485981308411,0.09614983067060415,0.41350649350649354,0.2099096256394092,14.229400753974915,0.23628294428998825
RandomForestClassifier,0.9598214285714285,0.007198444418123701,0.625,0.375,0.24000000000000005,0.17435595774162693,0.8544859813084111,0.10494211873072175,0.31746031746031744,0.18914881409226958,0.18390026092529296,0.006533503915179208
CatBoostGrid,0.9625,0.007783748113465484,0.7333333333333333,0.31797973380564853,0.3,0.1341640786499874,0.8828037383177569,0.09836127816821948,0.4031746031746032,0.15998708690647614,55.086430835723874,2.9107328990602754
XGBoostGrid,0.9616071428571429,0.011329087089687056,0.625,0.40697051490249264,0.28,0.16,0.8697196261682242,0.12051306743888997,0.373015873015873,0.21685700111299344,34.33450081348419,0.9401152860238049
LogisticRegressionClassifier,0.9366071428571429,0.010140907760357632,0.29666666666666663,0.09568466729604884,0.3,0.1,0.7327102803738318,0.13259439457860134,0.29717171717171714,0.09695475474101894,0.008800077438354491,0.0009797742616309364
TabPFNClassifier,0.9598214285714285,0.009982446328124051,0.7,0.33166247903554,0.26,0.12806248474865697,0.8790654205607475,0.08522647125083356,0.3603174603174603,0.156982441771172,3.216300344467163,0.07115032427247332
TabForestPFNClassifier,0.9607142857142857,0.017946206466287286,0.6783333333333333,0.3335041229130458,0.38,0.13999999999999999,0.851214953271028,0.09583591532267537,0.47753968253968254,0.19263820939214799,23.81165587902069,0.6081641497960092
