,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9464285714285714,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0002997398376464844,0.00045786066567502176
MedPFNClassifier,0.9589285714285716,0.015046696023529189,0.7416666666666667,0.3032234233110042,0.4333333333333333,0.33499585403736304,0.8965408805031446,0.06326071795965248,0.4638095238095238,0.27287999571879956,0.34060134887695315,0.010827998539084654
MedPFNClassifier,0.9633928571428572,0.019336078417596173,0.76,0.3878143885933063,0.4,0.3091206165165235,0.9099056603773585,0.058591285770538654,0.48441558441558447,0.32053463518447106,1.9568525791168212,0.018850849524709192
MedPFNClassifier,0.9571428571428571,0.019066211164341623,0.6780555555555555,0.37170870464802286,0.4333333333333333,0.30912061651652345,0.9053459119496855,0.06507154828423672,0.4740259740259741,0.2859454004255223,13.943000888824463,0.12175663675389659
RandomForestClassifier,0.9589285714285716,0.01211130354129511,0.8,0.4,0.25,0.2006932429798716,0.910377358490566,0.06588219177974258,0.3609523809523809,0.24659863007271857,0.19089961051940918,0.01215300406544243
CatBoostGrid,0.9491071428571427,0.012012164327744409,0.35,0.4358898943540674,0.13333333333333333,0.19436506316151003,0.9193396226415095,0.06814201293375688,0.17714285714285713,0.23863557734652685,52.88091521263122,7.1109507382854895
XGBoostGrid,0.9571428571428571,0.006681531047810622,0.8,0.4,0.2,0.12472191289246472,0.8908805031446541,0.05485461256304227,0.3142857142857142,0.18405855323893036,34.86170604228973,2.254289832092111
LogisticRegressionClassifier,0.9491071428571427,0.01998484757642804,0.5599999999999999,0.2019625927960148,0.4666666666666666,0.14529663145135577,0.7740566037735849,0.057711256940421,0.5021212121212122,0.16259517238419052,0.009200024604797363,0.0007479338652834393
TabPFNClassifier,0.9616071428571429,0.015490492475801284,0.86,0.29732137494637007,0.35,0.26299556396765833,0.9207547169811321,0.04962778269275594,0.4483116883116883,0.2713265203047392,3.179300904273987,0.07711785794465462
TabForestPFNClassifier,0.9598214285714285,0.0150731634072626,0.6799999999999999,0.3709447398198282,0.3833333333333333,0.25873624493766706,0.8904088050314467,0.08428919578315087,0.4583549783549783,0.2827913454691352,23.34351041316986,0.3045898450756874
