,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9642857142857142,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
MedPFNClassifier,0.9624999999999998,0.0035714285714285587,0.1,0.20000000000000004,0.05,0.10000000000000002,0.7462962962962963,0.1986704564708815,0.06666666666666667,0.13333333333333333,0.34400143623352053,0.010069862742316587
MedPFNClassifier,0.96875,0.004464285714285698,0.5,0.5,0.125,0.125,0.7608796296296296,0.1940942889970285,0.2,0.20000000000000004,1.9589010000228881,0.030778112983285432
MedPFNClassifier,0.9687499999999998,0.005989467796874415,0.5,0.4472135954999579,0.175,0.16007810593582122,0.7583333333333334,0.20207471556865703,0.25333333333333335,0.2246973272847029,14.17040479183197,0.18941807226097077
RandomForestClassifier,0.9660714285714285,0.0035714285714285587,0.3,0.4,0.1,0.12247448713915891,0.7685185185185185,0.160486964181374,0.14666666666666667,0.1808621328833405,0.22810010910034179,0.020032053043276182
CatBoostGrid,0.9624999999999998,0.0035714285714285587,0.0,0.0,0.0,0.0,0.7548611111111111,0.1757718928503262,0.0,0.0,80.08068006038665,8.471723657231509
XGBoostGrid,0.9669642857142856,0.004091585441924843,0.45,0.4153311931459038,0.15,0.1224744871391589,0.7424768518518519,0.1515825953084516,0.22000000000000003,0.18147543451754933,39.49855434894562,1.9578304999489133
LogisticRegressionClassifier,0.9508928571428571,0.012783768806496745,0.3,0.1755942292142123,0.25,0.15811388300841897,0.618287037037037,0.19351754939505694,0.26904761904761904,0.16035674514745463,0.009000778198242188,0.0007752799585413582
TabPFNClassifier,0.9651785714285713,0.006249999999999978,0.3,0.45825756949558394,0.075,0.11456439237389598,0.7997685185185184,0.1345433217797454,0.12000000000000002,0.18330302779823363,3.2058014631271363,0.06634231812727388
TabForestPFNClassifier,0.9651785714285713,0.009321702240098673,0.45,0.47169905660283024,0.15,0.16583123951777,0.7784722222222222,0.1254366943253239,0.22000000000000003,0.23485219938411384,23.51650059223175,0.6724917062641932
