,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9196428571428571,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
MedPFNClassifier,0.9053571428571429,0.013363062095621192,0.38571428571428573,0.12366291686193853,0.31111111111111106,0.10886621079036346,0.8268608414239482,0.0819114103169991,0.34054621848739497,0.11057234481800542,0.26550219058990476,0.022273490896827876
MedPFNClassifier,0.9241071428571429,0.010751423731064557,0.5866666666666667,0.22370615647416692,0.2777777777777778,0.08958064164776165,0.8512405609492987,0.04778369481903139,0.36541125541125535,0.1048236821894013,1.624301815032959,0.026397025729363695
MedPFNClassifier,0.9214285714285715,0.013716331692622517,0.5409523809523809,0.18681238238712103,0.3333333333333333,0.12171612389003691,0.8535059331175836,0.047694355844586006,0.3961152882205513,0.11919454065410441,10.70210108757019,0.4786058408315141
RandomForestClassifier,0.9321428571428572,0.009105391988558538,0.8011904761904761,0.1846620066211304,0.2555555555555556,0.08678055195451839,0.8658036677454153,0.05876448005842847,0.3689918414918415,0.1012828172709305,0.23720026016235352,0.008738845122698092
CatBoostGrid,0.93125,0.010602091149140996,0.76,0.3168595903550972,0.2333333333333333,0.15275252316519466,0.8454153182308521,0.03763286991439353,0.3242857142857143,0.18205740292331885,82.14291515350342,5.790251772096701
XGBoostGrid,0.9232142857142858,0.007142857142857162,0.25,0.31622776601683794,0.08888888888888888,0.12957670877434,0.8352211434735708,0.040356771382153094,0.1286713286713287,0.18071748593245424,50.13960297107697,1.597339136223949
LogisticRegressionClassifier,0.9089285714285713,0.03138999255579812,0.4722405372405373,0.20559577367506135,0.48888888888888893,0.12372809695177826,0.7862998921251348,0.09577009991822193,0.47415888205361895,0.1559183636643183,0.009099674224853516,0.0005380628549304328
TabPFNClassifier,0.9303571428571429,0.010412414097938045,0.655,0.165,0.32222222222222224,0.12619796324000607,0.8694714131607336,0.06127824095314826,0.4129987659399424,0.12999991919148368,3.223303294181824,0.07601560112114103
TabForestPFNClassifier,0.925,0.010714285714285721,0.557121212121212,0.09482597026708721,0.4222222222222222,0.10886621079036347,0.888349514563107,0.0416102035712434,0.470152445593622,0.07609696979319919,24.470202255249024,0.776635202492907
