,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.8035714285714286,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.00010001659393310547,0.0003000497817993164
MedPFNClassifier,0.8669642857142857,0.004808182863512956,0.6823646071700992,0.030241505991012774,0.6136363636363635,0.06818181818181816,0.8981313131313133,0.027986406614795192,0.6424961546912766,0.03016082853022199,0.25450112819671633,0.013879399800818745
MedPFNClassifier,0.8991071428571427,0.009821428571428571,0.8177877514642219,0.04303746610867468,0.6318181818181818,0.07727272727272727,0.9129292929292928,0.03492321076209459,0.7087563455984509,0.04033011186801945,1.5493009328842162,0.0170119627518035
MedPFNClassifier,0.8910714285714286,0.012499999999999997,0.7818695769688501,0.07043759663211902,0.6318181818181818,0.07727272727272727,0.9117676767676768,0.03749573998861944,0.6934318587287833,0.03948033213847941,10.149000692367554,0.1831207489129896
RandomForestClassifier,0.8991071428571429,0.021521376416417763,0.8842907092907094,0.06037307014656728,0.559090909090909,0.09545454545454544,0.9123989898989897,0.024802929518973983,0.6813096158761793,0.08192535026574456,0.3138997793197632,0.008583822752671376
CatBoostGrid,0.89375,0.0209203116318928,0.8407369101486749,0.04820282049726328,0.5636363636363636,0.09577867048047944,0.915808080808081,0.03176044946773918,0.6717110128874835,0.08037649398328002,99.91180281639099,3.926299733138849
XGBoostGrid,0.8892857142857142,0.01275255076525509,0.837518315018315,0.06862911080430824,0.5454545454545454,0.02874797872880346,0.9249494949494949,0.03356682835964559,0.6596735080945607,0.034537491002678854,58.76445128917694,2.2746956022230385
LogisticRegressionClassifier,0.8794642857142858,0.017519122205668404,0.716134370015949,0.04886465719887318,0.6409090909090909,0.06571287406727709,0.8835858585858585,0.029945917649642908,0.6752019144442347,0.05298795679345081,0.0075000286102294925,0.0006707370711049198
TabPFNClassifier,0.9017857142857142,0.00978075995544938,0.8550565610859728,0.04408557832039008,0.6045454545454545,0.04568125282327678,0.925,0.028382984637938497,0.706731068836332,0.033529927577170375,2.424001169204712,0.03878124573218752
TabForestPFNClassifier,0.9,0.015871775745206398,0.8068636050911593,0.06409789883232755,0.65,0.02910511017014929,0.9191414141414143,0.0174713168816849,0.7192501892630262,0.03910206241120197,18.638102102279664,1.1632661082522633
