,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MajorityClass,0.9732142857142858,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.9945068359375e-05,0.00029983520507812503
MedPFNClassifier,0.9723214285714287,0.009321702240098673,0.45,0.4,0.23333333333333334,0.15275252316519466,0.8902140672782874,0.0750507563915186,0.28714285714285714,0.20217692797171893,0.3524003982543945,0.004820195635166685
MedPFNClassifier,0.9732142857142858,0.0056469243931578,0.3,0.4,0.13333333333333333,0.1632993161855452,0.925382262996942,0.08035542811997232,0.18,0.22271057451320087,1.9841516017913818,0.059855434165316905
MedPFNClassifier,0.9732142857142858,0.0056469243931578,0.3,0.4,0.13333333333333333,0.1632993161855452,0.9281345565749236,0.07944304343056365,0.18,0.22271057451320087,14.226906991004943,0.2419642337884599
RandomForestClassifier,0.9732142857142858,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.8984709480122325,0.10366972477064222,0.0,0.0,0.20579986572265624,0.015353635521381647
CatBoostGrid,0.9732142857142858,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.9088685015290521,0.11668019288245055,0.0,0.0,79.32385377883911,9.698820043667336
XGBoostGrid,0.9714285714285715,0.0035714285714285587,0.0,0.0,0.0,0.0,0.9035168195718655,0.11406861056358501,0.0,0.0,35.243054556846616,1.7438165318319385
LogisticRegressionClassifier,0.9732142857142858,0.008928571428571397,0.5166666666666666,0.4245913067618999,0.2333333333333333,0.15275252316519466,0.8088685015290521,0.12400413653174554,0.3066666666666667,0.21018510360579262,0.00819988250732422,0.0005999573935873814
TabPFNClassifier,0.9732142857142858,0.0056469243931578,0.2,0.4000000000000001,0.06666666666666667,0.13333333333333333,0.9376146788990825,0.0859887505482402,0.1,0.20000000000000004,3.1732006311416625,0.07343510009130065
TabForestPFNClassifier,0.9741071428571428,0.009321702240098694,0.32666666666666666,0.35175749222061115,0.29999999999999993,0.34801021696368495,0.9232415902140673,0.08563182598390348,0.30166666666666664,0.3251025479239846,23.804453945159914,0.3751409554573555
